X1;X2;Y
-0.11127394815884695;-8.708928811968585;0
0.7512166145426749;-11.364549756537793;0
0.5341843869897352;-1.1204443414474436;1
0.03991827108714752;-4.801465846147296;0
-0.5736494240255354;-8.43386579677363;0
0.6660661633265457;3.66378968683805;1
-3.1736046790362806;-10.310598786629257;0
-1.542034810817774;0.766477964453844;1
1.4660021981130915;-2.6967984643316734;1
2.071898858856013;-0.34722659587313975;1
1.6714469733311978;-3.9843028088704076;1
-0.6918595256081013;2.3734500210726845;1
0.4235690874416759;-1.694689987007977;1
0.7286398902809541;-7.812443481877082;0
0.8991462131977477;-3.762214872705443;1
2.5907839437872813;-2.9675836258138606;1
1.779131486759966;0.39643299702462653;1
-0.05883644638747887;-2.004938816531383;1
-1.7080352951820692;2.6298960710133774;1
-0.16330975504506462;-9.628760249682868;0
1.5699240916394612;-2.664497186517198;1
-1.5730138570818082;-1.8053849198801977;1
1.6204688956480724;-1.3061830118352369;1
-0.31604950985328195;-10.791634966780727;0
-0.3022649040471159;-0.19651548009730835;1
-2.8239550908230595;-11.325850784529402;0
-0.34977133541754557;-11.785258323665552;0
-0.28284406408546536;-10.584370808084138;0
2.165614554242759;-3.0852767010121824;1
2.005683894069186;-1.7862402041512107;1
-3.6583510577717275;-2.0615647917148436;1
-2.4891536286238356;-6.875132493111596;0
-0.5947795643329414;-6.966152717497871;0
-2.571718302688277;-9.037565646637335;0
0.8378804884412014;-9.762893084023684;0
2.508782199937241;-3.6168047457113297;1
0.14384994015622965;0.39318140319962347;1
-2.7916037996697893;-0.37873849596208087;1
-2.3649196747922976;-6.272620126292834;0
2.5635692376031995;-2.465085350524622;1
-2.8983333762232917;-2.683595604858005;1
0.5175683645091929;-1.5469619953979041;1
0.8687128007105054;-8.767230975375524;0
1.3590868978805546;-0.6704052956063633;1
-3.0172501029768433;-8.318240120122821;0
0.7718131133591242;-12.746573160752321;0
-0.726562218357984;-8.224831084097762;0
-0.8802873455721131;-12.919908277770645;0
2.756627748121499;-1.932249782864015;1
-0.10467900534562102;-5.592351218654921;0
0.01230046521988859;-1.144755909766791;1
-2.757047105902063;-9.471008438749049;0
-0.963134934410387;-1.1632494620083742;1
2.001336389499551;-1.2159798881953312;1
-2.3244148064738432;-13.343919168676313;0
-1.1741877060958703;-9.187161663139268;0
-0.4781337465182687;-7.116473787439217;0
-3.6497580363538655;-8.908259750280385;0
-1.9298790593979906;-0.9711273386049758;1
0.1983810336548537;-7.145640086291257;0
0.6400391129618869;-2.4502711561414285;1
-1.0572010262066525;-2.3852197585250052;1
0.8154782833167697;-8.79641140435978;0
-0.7132711554637436;-2.253655315269659;1
1.7773183347387689;-0.943974306759747;1
-2.146542537342654;-11.802707931600956;0
0.061801572650633574;-10.14650311286048;0
2.4710486295646037;-4.478381753340539;1
4.5372554895004935;-4.365301103081258;1
-1.6038461180692307;-12.140190713069117;0
-0.833438643802794;-8.56123791293141;0
2.281517686324521;-2.537529926367315;1
0.6451805865398836;-0.8755241558804303;1
1.5599717196046539;-0.16883828922628052;1
1.5283667486196673;-0.553001796964038;1
0.4197806840505909;-3.242216368306283;1
1.652655822106592;-3.6117218368866673;1
-4.8258684173268;-13.60205675419248;0
2.270084266268749;0.3449771328618625;1
-2.8757844664942205;-12.705790236290833;0
-3.363023951450126;-8.577756531456096;0
1.435102362400889;-10.102478439711291;0
-1.9176557479213967;-13.185321944763672;0
-2.8420722022986578;-10.51714257235876;0
-0.3101535616407798;-8.12120814772155;0
-1.8600921215977313;-8.055103648013763;0
-2.1348118512436787;-8.832331649379842;0
2.433226431326969;-1.0665880311575557;1
0.2832013421456816;0.9668708348483146;1
0.8559036123233137;-2.5863736845283793;1
-3.8139335015185214;-4.541351460562739;0
-0.14912151494854764;-9.392729768486026;0
2.0496615675097596;-2.3313995589167824;1
-0.9463438143735641;-8.458121456250222;0
-3.243628583431976;-9.682231487692295;0
0.05942806545393142;-3.0504765765959556;1
